78,Holy Mark,holy_mark,Magic/Heal,,900,0,party/single,5,5,300,"Increases: Atk +10%, Def +20%, Atk/Cast.Speed +20%, SPT Debuff Resists +10%, M.Acc +4, M.Crit.Rate +20%, Max MP +20%, Consumes 4 skill stones, Do not Stack with Other 'Mark' Skills",300,16kk,1kk,,,Elf,Same Principle as Great Might/Bulwark
78,Life Mark,life_mark,Magic/Heal,,900,0,party/single,5,5,300,"Increases: Atk +10%, Def +20%, Atk/Cast.Speed +20%, CON Debuff Resists +5%, P.Acc +4, P.Crit.Rate +20%, Max HP +20%, Consumes 4 skill stones, Do not Stack with Other 'Mark' Skills",300,16kk,1kk,,,Human
78,Blood Mark,blood_mark,Magic/Heal,,900,0,party/single,5,5,300,"Increases: Atk +10%, Def +20%, Atk/Cast.Speed +20%, Mele vampirism +3%, Acc +3, Crit.Dmg +20%, Natural Regen +20%, Consumes 4 skill stones, Do not Stack with Other 'Mark' Skills",300,16kk,1kk,,,Demon
,,,,,,,,,,,,,,,,,,----------------------------Healers Power----------------------------
80,Healers Power,healers_power,Magic/Buff,,0,0,self/single,1,300,15,"Increase Healing Power +1000",100,150kk,10kk
83,Healers Power,healers_power,Magic/Buff,,0,0,self/single,1,300,15,"Increase Healing Power +1250",150,0,15kk
85,Healers Power,healers_power,Magic/Buff,,0,0,self/single,1,300,15,"Increase Healing Power +1500",200,0,50kk
87,Healers Power,healers_power,Magic/Buff,,0,0,self/single,1,300,15,"Increase Healing Power +1750",250,0,100kk
90,Healers Power,healers_power,Magic/Buff,,0,0,self/single,1,300,15,"Increase Healing Power +2000",300,0,100kk
,,,,,,,,,,,,,,,,,,----------------------------Mana Blessing----------------------------
76,Mana Blessing,mana_blessing,Magic/Buff,,600,0,party/single,1,1,1200,Decrease Physical MP Cost by 21% and Magic MP Cost by 11%,130,6.5kk,1kk
78,Mana Blessing,mana_blessing,Magic/Buff,,600,0,party/single,1,1,1200,Decrease Physical MP Cost by 22% and Magic MP Cost by 12%,140,16kk,1kk
80,Mana Blessing,mana_blessing,Magic/Buff,,600,0,party/single,1,1,1200,Decrease Physical MP Cost by 23% and Magic MP Cost by 13%,150,0,5kk
82,Mana Blessing,mana_blessing,Magic/Buff,,600,0,party/single,1,1,1200,Decrease Physical MP Cost by 24% and Magic MP Cost by 14%,160,0,10kk
84,Mana Blessing,mana_blessing,Magic/Buff,,600,0,party/single,1,1,1200,Decrease Physical MP Cost by 25% and Magic MP Cost by 15%,170,0,30kk
86,Mana Blessing,mana_blessing,Magic/Buff,,600,0,party/single,1,1,1200,Decrease Physical MP Cost by 26% and Magic MP Cost by 16%,180,0,75kk
88,Mana Blessing,mana_blessing,Magic/Buff,,600,0,party/single,1,1,1200,Decrease Physical MP Cost by 28% and Magic MP Cost by 18%,190,0,100kk
90,Mana Blessing,mana_blessing,Magic/Buff,,600,0,party/single,1,1,1200,Decrease Physical MP Cost by 30% and Magic MP Cost by 20%,200,0,100kk
,,,,,,,,,,,,,,,,,,----------------------------Arcane Resistance----------------------------
76,Arcane Resistance,arcane_resistance,Magic/Buff,,600,0,party/single,1,1,1200,30% resist to Buff removal,130,6.5kk,1kk
,,,,,,,,,,,,,,,,,,----------------------------Fortitude----------------------------
76,Fortitude,cast_cc_res_phys,Magic/Buff,,600,0,party/single,1,1,1200,43% resist to CON debuffs,130,6.5kk,1kk
78,Fortitude,cast_cc_res_phys,Magic/Buff,,600,0,party/single,1,1,1200,47% resist to CON debuffs,140,16kk,1kk
80,Fortitude,cast_cc_res_phys,Magic/Buff,,600,0,party/single,1,1,1200,50% resist to CON debuffs,150,0,5kk
82,Fortitude,cast_cc_res_phys,Magic/Buff,,600,0,party/single,1,1,1200,54% resist to CON debuffs,160,0,10kk
84,Fortitude,cast_cc_res_phys,Magic/Buff,,600,0,party/single,1,1,1200,57% resist to CON debuffs,170,0,30kk
86,Fortitude,cast_cc_res_phys,Magic/Buff,,600,0,party/single,1,1,1200,60% resist to CON debuffs,180,0,75kk
88,Fortitude,cast_cc_res_phys,Magic/Buff,,600,0,party/single,1,1,1200,63% resist to CON debuffs,190,0,100kk
90,Fortitude,cast_cc_res_phys,Magic/Buff,,600,0,party/single,1,1,1200,65% resist to CON debuffs,200,0,100kk
,,,,,,,,,,,,,,,,,,----------------------------Antidote----------------------------
76,Antidote,antidote,Magic/Heal,,600,0,party/single,0.8,3,0,"Cures poison, venom and bleed of rank 10 or lower from an ally (or self).",72,6.5kk,1kk
,,,,,,,,,,,,,,,,,,----------------------------Holy Blessing----------------------------
78,Holy Blessing,holy_blessing,Magic/Heal,,600,0,party/single,0.8,3,0,"Remove every debuff (burning and venom 11 as well) comsumes 1 holy stones",72,6.5kk,1kk,,,,'Holy Stone' is the same as 'Elemental Stone'
,,,,,,,,,,,,,,,,,,----------------------------Holy Ray----------------------------
76,Holy Ray,holy_ray,Magic/Dmg,,600,0,enemy/single,2.5,1,0,m.Atk  +88,69,6.5kk,1kk
77,Holy Ray,holy_ray,Magic/Dmg,,600,0,enemy/single,2.5,1,0,m.Atk  +90,71,11kk,1kk
78,Holy Ray,holy_ray,Magic/Dmg,,600,0,enemy/single,2.5,1,0,m.Atk  +91,73,16kk,1kk
79,Holy Ray,holy_ray,Magic/Dmg,,600,0,enemy/single,2.5,1,0,m.Atk  +93,77,80kk,1kk
80,Holy Ray,holy_ray,Magic/Dmg,,600,0,enemy/single,2.5,1,0,m.Atk  +94,79,0,5kk
81,Holy Ray,holy_ray,Magic/Dmg,,600,0,enemy/single,2.5,1,0,m.Atk  +96,91,0,7.5kk
82,Holy Ray,holy_ray,Magic/Dmg,,600,0,enemy/single,2.5,1,0,m.Atk  +99,95,0,10kk
83,Holy Ray,holy_ray,Magic/Dmg,,600,0,enemy/single,2.5,1,0,m.Atk +100,97,0,15kk
84,Holy Ray,holy_ray,Magic/Dmg,,600,0,enemy/single,2.5,1,0,m.Atk +101,99,0,30kk
85,Holy Ray,holy_ray,Magic/Dmg,,600,0,enemy/single,2.5,1,0,m.Atk +102,103,0,50kk
86,Holy Ray,holy_ray,Magic/Dmg,,600,0,enemy/single,2.5,1,0,m.Atk +103,105,0,75kk
87,Holy Ray,holy_ray,Magic/Dmg,,600,0,enemy/single,2.5,1,0,m.Atk +105,107,0,100kk
88,Holy Ray,holy_ray,Magic/Dmg,,600,0,enemy/single,2.5,1,0,m.Atk +106,111,0,100kk
89,Holy Ray,holy_ray,Magic/Dmg,,600,0,enemy/single,2.5,1,0,m.Atk +108,113,0,100kk
90,Holy Ray,holy_ray,Magic/Dmg,,600,0,enemy/single,2.5,1,0,m.Atk +109,115,0,100kk
,,,,,,,,,,,,,,,,,,----------------------------Mana Ray----------------------------
76,Mana Ray,mana_ray,Magic/Active,,600,0,enemy/single,2,2,0,Damages the MP of an enemy with +145 Power (Half effect on monsters),362,6.5kk,1k
78,Mana Ray,mana_ray,Magic/Active,,600,0,enemy/single,2,2,0,Damages the MP of an enemy with +150 Power (Half effect on monsters),370,16kk,1kk
80,Mana Ray,mana_ray,Magic/Active,,600,0,enemy/single,2,2,0,Damages the MP of an enemy with +155 Power (Half effect on monsters),384,0,5kk
82,Mana Ray,mana_ray,Magic/Active,,600,0,enemy/single,2,2,0,Damages the MP of an enemy with +160 Power (Half effect on monsters),400,0,10kk
84,Mana Ray,mana_ray,Magic/Active,,600,0,enemy/single,2,2,0,Damages the MP of an enemy with +165 Power (Half effect on monsters),408,0,30kk
86,Mana Ray,mana_ray,Magic/Active,,600,0,enemy/single,2,2,0,Damages the MP of an enemy with +170 Power (Half effect on monsters),416,0,75kk
88,Mana Ray,mana_ray,Magic/Active,,600,0,enemy/single,2,2,0,Damages the MP of an enemy with +175 Power (Half effect on monsters),430,0,100kk
90,Mana Ray,mana_ray,Magic/Active,,600,0,enemy/single,2,2,0,Damages the MP of an enemy with +180 Power (Half effect on monsters),440,0,100kk
,,,,,,,,,,,,,,,,,,----------------------------Mana Strain----------------------------
76,Mana Strain,mana_strain,Magic/Debuff,,600,0,enemy/single,4,4,60,Increase Physical and Magic MP Cost by 205% (success chance x0.5),69,6.5kk,1kk
78,Mana Strain,mana_strain,Magic/Debuff,,600,0,enemy/single,4,4,60,Increase Physical and Magic MP Cost by 210% (success chance x0.5),73,16kk,1kk
80,Mana Strain,mana_strain,Magic/Debuff,,600,0,enemy/single,4,4,60,Increase Physical and Magic MP Cost by 215% (success chance x0.5),79,0,5kk
82,Mana Strain,mana_strain,Magic/Debuff,,600,0,enemy/single,4,4,60,Increase Physical and Magic MP Cost by 220% (success chance x0.5),95,0,10kk
84,Mana Strain,mana_strain,Magic/Debuff,,600,0,enemy/single,4,4,60,Increase Physical and Magic MP Cost by 225% (success chance x0.5),99,0,30kk
86,Mana Strain,mana_strain,Magic/Debuff,,600,0,enemy/single,4,4,60,Increase Physical and Magic MP Cost by 230% (success chance x0.5),105,0,75kk
88,Mana Strain,mana_strain,Magic/Debuff,,600,0,enemy/single,4,4,60,Increase Physical and Magic MP Cost by 240% (success chance x0.5),111,0,100kk
90,Mana Strain,mana_strain,Magic/Debuff,,600,0,enemy/single,4,4,60,Increase Physical and Magic MP Cost by 250% (success chance x0.5),115,0,100kk
,,,,,,,,,,,,,,,,,,----------------------------Weapon Break----------------------------
76,Weapon Break,weapon_break,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy P.Atk and M.Atk by 16% (success chance x1.5),69,6.5kk,1kk
78,Weapon Break,weapon_break,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy P.Atk and M.Atk by 17% (success chance x1.5),73,16kk,1kk
80,Weapon Break,weapon_break,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy P.Atk and M.Atk by 18% (success chance x1.5),79,0,5kk
82,Weapon Break,weapon_break,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy P.Atk and M.Atk by 19% (success chance x1.5),95,0,10kk
84,Weapon Break,weapon_break,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy P.Atk and M.Atk by 20% (success chance x1.5),99,0,30kk
86,Weapon Break,weapon_break,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy P.Atk and M.Atk by 21% (success chance x1.5),105,0,75kk
88,Weapon Break,weapon_break,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy P.Atk and M.Atk by 23% (success chance x1.5),111,0,100kk
90,Weapon Break,weapon_break,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy P.Atk and M.Atk by 25% (success chance x1.5),115,0,100kk
,,,,,,,,,,,,,,,,,,----------------------------Gravity----------------------------
76,Gravity,lb_human_gravity,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy Atack speed and cast speed by 23%  (success chance x1),69,6.5kk,1kk,,,Human
78,Gravity,lb_human_gravity,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy Atack speed and cast speed by 24%  (success chance x1),73,16kk,1kk,,,Human
80,Gravity,lb_human_gravity,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy Atack speed and cast speed by 25%  (success chance x1),79,0,5kk,,,Human
82,Gravity,lb_human_gravity,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy Atack speed and cast speed by 26%  (success chance x1),95,0,10kk,,,Human
84,Gravity,lb_human_gravity,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy Atack speed and cast speed by 27%  (success chance x1),99,0,30kk,,,Human
86,Gravity,lb_human_gravity,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy Atack speed and cast speed by 28%  (success chance x1),105,0,75kk,,,Human
88,Gravity,lb_human_gravity,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy Atack speed and cast speed by 29%  (success chance x1),111,0,100kk,,,Human
90,Gravity,lb_human_gravity,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy Atack speed and cast speed by 30%  (success chance x1),115,0,100kk,,,Human
,,,,,,,,,,,,,,,,,,----------------------------Bind----------------------------
76,Bind,lb_elf_bind,Magical Debuff,,600,0,enemy/single,2.5,5,31,Hold enemy for 31s (success chance x0.7),69,6.5kk,1kk,,,Elf,intentional increasing in duration
78,Bind,lb_elf_bind,Magical Debuff,,600,0,enemy/single,2.5,5,32,Hold enemy for 32s (success chance x0.7),73,16kk,1kk,,,Elf
80,Bind,lb_elf_bind,Magical Debuff,,600,0,enemy/single,2.5,5,33,Hold enemy for 33s (success chance x0.71),79,0,5kk,,,Elf,Intentionall increasing in chance
82,Bind,lb_elf_bind,Magical Debuff,,600,0,enemy/single,2.5,5,34,Hold enemy for 34s (success chance x0.73),95,0,10kk,,,Elf
84,Bind,lb_elf_bind,Magical Debuff,,600,0,enemy/single,2.5,5,35,Hold enemy for 35s (success chance x0.75),99,0,30kk,,,Elf
86,Bind,lb_elf_bind,Magical Debuff,,600,0,enemy/single,2.5,5,36,Hold enemy for 36s (success chance x0.77),105,0,75kk,,,Elf
88,Bind,lb_elf_bind,Magical Debuff,,600,0,enemy/single,2.5,5,38,Hold enemy for 38s (success chance x0.8),111,0,100kk,,,Elf
90,Bind,lb_elf_bind,Magical Debuff,,600,0,enemy/single,2.5,5,40,Hold enemy for 40s (success chance x0.8),115,0,100kk,,,Elf
,,,,,,,,,,,,,,,,,,----------------------------Armor Break----------------------------
76,Armor Break,lb_ork_armor_break,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy P.Def by 31% and MDef by 15% (success chance x1.5),69,6.5kk,1kk,,,Demon
78,Armor Break,lb_ork_armor_break,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy P.Def by 32% and MDef by 16% (success chance x1.5),73,16kk,1kk,,,Demon
80,Armor Break,lb_ork_armor_break,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy P.Def by 33% and MDef by 16% (success chance x1.5),79,0,5kk,,,Demon
82,Armor Break,lb_ork_armor_break,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy P.Def by 34% and MDef by 17% (success chance x1.5),95,0,10kk,,,Demon
84,Armor Break,lb_ork_armor_break,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy P.Def by 35% and MDef by 17% (success chance x1.5),99,0,30kk,,,Demon
86,Armor Break,lb_ork_armor_break,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy P.Def by 36% and MDef by 18% (success chance x1.5),105,0,75kk,,,Demon
88,Armor Break,lb_ork_armor_break,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy P.Def by 38% and MDef by 19% (success chance x1.5),111,0,100kk,,,Demon
90,Armor Break,lb_ork_armor_break,Magical Debuff,,600,0,enemy/single,2.5,5,30,Decrease enemy P.Def by 40% and MDef by 20% (success chance x1.5),115,0,100kk,,,Demon
,,,,,,,,,,,,,,,,,,---------------------------Holy Soul----------------------------
76,Holy Soul,holy_soul,Toggle,,0,0,self/single,0,0,0,Decrease MP Consumtion by 30% and Casting speed by 10%; Consume 50 HP/s,0,6.5kk,1kk,,,,Intentional decrease in Cast speed
