76,Sound Smash,wc_sound_smash,Physical/Active,blunt,,40,0,enemy/single,1,3,0,"Deals Physical Damag With Power +4100, Requre: Blunt;",123,6.5kk,1,,,Human;Demon
77,Sound Smash,wc_sound_smash,Physical/Active,blunt,,40,0,enemy/single,1,3,0,"Deals Physical Damag With Power +4200, Requre: Blunt;",126,11kk,1k,,,Human;Demon
78,Sound Smash,wc_sound_smash,Physical/Active,blunt,,40,0,enemy/single,1,3,0,"Deals Physical Damag With Power +4300, Requre: Blunt;",129,16kk,1k,,,Human;Demon
79,Sound Smash,wc_sound_smash,Physical/Active,blunt,,40,0,enemy/single,1,3,0,"Deals Physical Damag With Power +4400, Requre: Blunt;",132,80kk,1k,,,Human;Demon
80,Sound Smash,wc_sound_smash,Physical/Active,blunt,,40,0,enemy/single,1,3,0,"Deals Physical Damag With Power +4500, Requre: Blunt;",135,0,5kk,,,Human;Demon
81,Sound Smash,wc_sound_smash,Physical/Active,blunt,,40,0,enemy/single,1,3,0,"Deals Physical Damag With Power +4600, Requre: Blunt;",138,0,7.5kk,,,Human;Demon
82,Sound Smash,wc_sound_smash,Physical/Active,blunt,,40,0,enemy/single,1,3,0,"Deals Physical Damag With Power +4700, Requre: Blunt;",141,0,10kk,,,Human;Demon
83,Sound Smash,wc_sound_smash,Physical/Active,blunt,,40,0,enemy/single,1,3,0,"Deals Physical Damag With Power +4800, Requre: Blunt;",144,0,15kk,,,Human;Demon
84,Sound Smash,wc_sound_smash,Physical/Active,blunt,,40,0,enemy/single,1,3,0,"Deals Physical Damag With Power +4900, Requre: Blunt;",147,0,30kk,,,Human;Demon
85,Sound Smash,wc_sound_smash,Physical/Active,blunt,,40,0,enemy/single,1,3,0,"Deals Physical Damag With Power +5000, Requre: Blunt;",150,0,50kk,,,Human;Demon
86,Sound Smash,wc_sound_smash,Physical/Active,blunt,,40,0,enemy/single,1,3,0,"Deals Physical Damag With Power +5300, Requre: Blunt;",159,0,75kk,,,Human;Demon
87,Sound Smash,wc_sound_smash,Physical/Active,blunt,,40,0,enemy/single,1,3,0,"Deals Physical Damag With Power +5600, Requre: Blunt;",168,0,100kk,,,Human;Demon
88,Sound Smash,wc_sound_smash,Physical/Active,blunt,,40,0,enemy/single,1,3,0,"Deals Physical Damag With Power +5900, Requre: Blunt;",177,0,100kk,,,Human;Demon
89,Sound Smash,wc_sound_smash,Physical/Active,blunt,,40,0,enemy/single,1,3,0,"Deals Physical Damag With Power +6200, Requre: Blunt;",186,0,100kk,,,Human;Demon
90,Sound Smash,wc_sound_smash,Physical/Active,blunt,,40,0,enemy/single,1,3,0,"Deals Physical Damag With Power +6500, Requre: Blunt;",195,0,100kk,,,Human;Demon
,,,,,,,,,,,,,,,,,,,---------------------------Acoustic Shock----------------------------
76,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +4100 and Stuns for 5s, Requre: Blunt;",123,6.5kk,1,,,Demon
77,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +4200 and Stuns for 5s, Requre: Blunt;",126,11kk,1k,,,Demon
78,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +4300 and Stuns for 5s, Requre: Blunt;",129,16kk,1k,,,Demon
79,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +4400 and Stuns for 5s, Requre: Blunt;",132,80kk,1k,,,Demon
80,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +4500 and Stuns for 5s, Requre: Blunt;",135,0,5kk,,,Demon
81,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +4600 and Stuns for 5s, Requre: Blunt;",138,0,7.5kk,,,Demon
82,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +4700 and Stuns for 5s, Requre: Blunt;",141,0,10kk,,,Demon
83,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +4800 and Stuns for 5s, Requre: Blunt;",144,0,15kk,,,Demon
84,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +4900 and Stuns for 5s, Requre: Blunt;",147,0,30kk,,,Demon
85,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +5000 and Stuns for 5s, Requre: Blunt;",150,0,50kk,,,Demon
86,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +5300 and Stuns for 5s, Requre: Blunt;",159,0,75kk,,,Demon
87,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +5600 and Stuns for 5s, Requre: Blunt;",168,0,100kk,,,Demon
88,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +5900 and Stuns for 5s, Requre: Blunt;",177,0,100kk,,,Demon
89,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +6200 and Stuns for 5s, Requre: Blunt;",186,0,100kk,,,Demon
90,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +6500 and Stuns for 5s, Requre: Blunt;",195,0,100kk,,,Demon
,,,,,,,,,,,,,,,,,,,---------------------------Reinforcement----------------------------
76,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +620 (Consumes: 30/s),30,6.5kk,1kk
78,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +640 (Consumes: 30/s),30,16kk,1kk
80,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +660 (Consumes: 30/s),30,0,5kk
82,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +680 (Consumes: 30/s),30,0,10kk
84,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +700 (Consumes: 30/s),30,0,30kk
86,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +725 (Consumes: 30/s),30,0,75kk
88,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +750 (Consumes: 30/s),30,0,100kk
90,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +800 (Consumes: 30/s),30,0,100kk
,,,,,,,,,,,,,,,,,,,---------------------------Sharpening----------------------------
76,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +310 (Consumes: 15/s),15,6.5kk,1kk
78,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +320 (Consumes: 15/s),15,16kk,1kk
80,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +330 (Consumes: 15/s),15,0,5kk
82,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +340 (Consumes: 15/s),15,0,10kk
84,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +350 (Consumes: 15/s),15,0,30kk
86,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +360 (Consumes: 15/s),15,0,75kk
88,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +380 (Consumes: 15/s),15,0,100kk
90,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +400 (Consumes: 15/s),15,0,100kk
