LEARN @ LVL,NAME,SKILL_ID,TYPE,WEAPON,WEIGHT,RANGE,AOE,TARGET,CAST s,CD s,DURRATION s,DESCR,MP,SP COST,REPLACES,RACE,Comment
60,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +2000 and Stuns for 5s, Requre: Blunt;",98,120k,[],Demon,
62,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +2200 and Stuns for 5s, Requre: Blunt;",100,170k,[],Demon,
64,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +2400 and Stuns for 5s, Requre: Blunt;",105,190k,[],Demon,
66,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +2700 and Stuns for 5s, Requre: Blunt;",108,280k,[],Demon,
68,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +3000 and Stuns for 5s, Requre: Blunt;",112,320k,[],Demon,
70,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +3300 and Stuns for 5s, Requre: Blunt;",114,390k,[],Demon,
72,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +3700 and Stuns for 5s, Requre: Blunt;",117,650k,[],Demon,
74,Acoustic Shock,wc_acoustic_shock,Physical/Active,blunt,,40,0,enemy/single,1,3,5,"Deals Physical Damag With Power +4000 and Stuns for 5s, Requre: Blunt;",120,880k,[],Demon,
,,,,,,,,,,,,,,,,,---------------------------------------------------------------------------------------------ACTIVE PHYSICAL-------------------------------------------------------------------------------------------------------------------
,,,,,,,,,,,,,,,,,---------------------------Bow Expertise----------------------------
56,Bow Expertise,wc_bow_expertise,Physical/Buff,bow,,0,0,self/single,3,2,1200,"Increase Bow attack speed +12%, Requre: Bow",85,42k,[],Elf,
,,,,,,,,,,,,,,,,,---------------------------------------------------------------------------------------------ACTIVE TOGGLE-------------------------------------------------------------------------------------------------------------------
,,,,,,,,,,,,,,,,,---------------------------Reinforcement----------------------------
40,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +240 (Consumes: 12/s),12,36k,[],,
48,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +260 (Consumes: 13/s),13,64k,[],,
52,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +280 (Consumes: 14/s),14,74k,[],,
56,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +300 (Consumes: 15/s),15,81k,[],,
58,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +320 (Consumes: 16/s),16,88k,[],,
60,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +340 (Consumes: 17/s),17,120k,[],,
62,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +380 (Consumes: 19/s),19,170k,[],,
64,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +400 (Consumes: 20/s),20,190k,[],,
66,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +440 (Consumes: 22/s),22,280k,[],,
68,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +480 (Consumes: 24/s),24,320k,[],,
70,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +520 (Consumes: 26/s),26,390k,[],,
72,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +560 (Consumes: 28/s),28,650k,[],,
74,Reinforcement,wc_reinforcement,Toggle,,,0,0,self/single,0,0,0,Increase P.Def +600 (Consumes: 30/s),30,880k,[],,
,,,,,,,,,,,,,,,,,---------------------------Sharpening----------------------------
40,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +60 (Consumes: 3/s),3,36k,[],,
48,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +80 (Consumes: 4/s),4,64k,[],,
52,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +100 (Consumes: 5/s),5,74k,[],,
56,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +120 (Consumes: 6/s),6,81k,[],,
58,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +140 (Consumes: 7/s),7,88k,[],,
60,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +160 (Consumes: 8/s),8,120k,[],,
62,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +180 (Consumes: 9/s),9,170k,[],,
64,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +200 (Consumes: 10/s),10,190k,[],,
66,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +220 (Consumes: 11/s),11,280k,[],,
68,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +240 (Consumes: 12/s),12,320k,[],,
70,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +260 (Consumes: 13/s),13,390k,[],,
72,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +280 (Consumes: 14/s),14,650k,[],,
74,Sharpening,wc_sharpening,Toggle,,,0,0,self/single,0,0,0,Increase P.Atk +300 (Consumes: 15/s),15,880k,[],,
,,,,,,,,,,,,,,,,,---------------------------------------------------------------------------------------------BUFFS AND GROUPS-------------------------------------------------------------------------------------------------------------------
,,,,,,,,,,,,,,,,,---------------------------------------------------------------------------------------------Frenzy-------------------------------------------------------------------------------------------------------------------
,,,,,,,,,,,,,,,,,------------------------------Frenzy------------------------------
52,Frenzy,holy_frenzy,Magic/Buff,,,600,0,party/single,1,1,1200,"-10% Max HP/MP, +8% offence and speed, +8 move, -8 evasion.",80,38k,[],,
,,,,,,,,,,,,,,,,,------------------------------Frenzy------------------------------
56,War Frenzy,madness,Magic/Buff,,,600,800,party/aoe,1,1,1200,"-10% Max HP/MP, +8% offence and speed, +8 move, -8 evasion.",165,45k,[holy_frenzy cast_frenzy],,
,,,,,,,,,,,,,,,,,---------------------------------------------------------------------------------------------Great Bulwark-------------------------------------------------------------------------------------------------------------------
,,,,,,,,,,,,,,,,,--------------------------Great Bulwark--------------------------
58,Great Bulwark,great_bulwark,Magic/Buff,,,600,0,party/single,1,1,1200,+5% P.Def. Does not stack with Other Great Might|Bulwark effects.,90,45k,[],,Does not stack ('Great Might'|'Great Group Might'|'Great Group Bulwark')
66,Great Bulwark,great_bulwark,Magic/Buff,,,600,0,party/single,1,1,1200,+10% P.Def. Does not stack with Other Great Might|Bulwark effects.,110,145k,[],,
72,Great Bulwark,great_bulwark,Magic/Buff,,,600,0,party/single,1,1,1200,+15% P.Def. Does not stack with Other Great Might|Bulwark effects.,125,330k,[],,
,,,,,,,,,,,,,,,,,--------------------------Great War Bulwark--------------------------
74,War Bulwark,wc_war_bulwark,Magic/Buff,,,600,800,party/aoe,1,1,1200,+15% P.Def. Does not stack with Other Great Might|Bulwark effects.,255,880k,[great_bulwark],,
,,,,,,,,,,,,,,,,,---------------------------------------------------------------------------------------------Great Might-------------------------------------------------------------------------------------------------------------------
,,,,,,,,,,,,,,,,,----------------------------Great Might----------------------------
58,Great Might,great_might,Magic/Buff,,,600,0,party/single,1,1,1200,+5% P.Atk. Does not stack with Other Great Might|Bulwark effects.,90,45k,[],,Does not stack ('Great Bulwark'|'Great Group Bulwark'|'Great Group Might')
66,Great Might,great_might,Magic/Buff,,,600,0,party/single,1,1,1200,+7% P.Atk. Does not stack with Other Great Might|Bulwark effects.,110,145k,[],,
72,Great Might,great_might,Magic/Buff,,,600,0,party/single,1,1,1200,+10% P.Atk. Does not stack with Other Great Might|Bulwark effects.,125,330k,[],,
,,,,,,,,,,,,,,,,,----------------------------Great War Might----------------------------
74,War Might,wc_war_might,Magic/Buff,,,600,800,party/aoe,1,1,1200,+10% P.Atk. Does not stack with Other Great Might|Bulwark effects.,255,880k,[great_might],,
,,,,,,,,,,,,,,,,,---------------------------------------------------------------------------------------------Shield Harden & Shield Bless-------------------------------------------------------------------------------------------------------------------
,,,,,,,,,,,,,,,,,---------------------------Shield Blessing---------------------------
40,Shield Blessing,cast_shield_block,Magic/Buff,,,600,0,party/single,1,1,1200,Increases Shield Rate with 5%,60,19k,[],,
48,Shield Blessing,cast_shield_block,Magic/Buff,,,600,0,party/single,1,1,1200,Increases Shield Rate with 10%,75,32k,[],,
56,Shield Blessing,cast_shield_block,Magic/Buff,,,600,0,party/single,1,1,1200,Increases Shield Rate with 15%,85,42k,[],,
62,Shield Blessing,cast_shield_block,Magic/Buff,,,600,0,party/single,1,1,1200,Increases Shield Rate with 20%,100,86k,[],,
66,Shield Blessing,cast_shield_block,Magic/Buff,,,600,0,party/single,1,1,1200,Increases Shield Rate with 25%,110,145k,[],,
70,Shield Blessing,cast_shield_block,Magic/Buff,,,600,0,party/single,1,1,1200,Increases Shield Rate with 30%,120,200k,[],,
,,,,,,,,,,,,,,,,,--------------------------Shield Harden--------------------------
58,Shield Hardening,cast_shield_def,Magic/Buff,,,600,0,party/single,1,1,1200,Increases Shield PDef with 30%,90,45k,[],,
66,Shield Hardening,cast_shield_def,Magic/Buff,,,600,0,party/single,1,1,1200,Increases Shield PDef with 40%,110,145k,[],,
72,Shield Hardening,cast_shield_def,Magic/Buff,,,600,0,party/single,1,1,1200,Increases Shield PDef with 50%,125,330k,[],,
,,,,,,,,,,,,,,,,,--------------------------Shield Reinforcement--------------------------
74,Shield Reinforcement,wc_shield_reinforcement,Magic/Buff,,,600,800,party/aoe,1,1,1200,"Increases Shield P.Def with 50%, and Rate with 30%",375,880k,[cast_shield_def cast_shield_block],,
,,,,,,,,,,,,,,,,,---------------------------------------------------------------------------------------------Aim & Focus & Ferocity-------------------------------------------------------------------------------------------------------------------
,,,,,,,,,,,,,,,,,------------------------------Focus------------------------------
44,Focus,cast_crit_rate,Magic/Buff,,,600,0,party/single,1,1,1200,+25% critical rate.,72,22k,[],,
52,Focus,cast_crit_rate,Magic/Buff,,,600,0,party/single,1,1,1200,+30% critical rate.,80,38k,[],,
,,,,,,,,,,,,,,,,,--------------------------------Aim--------------------------------
40,Aim,cast_accuracy,Magic/Buff,,,600,0,party/single,1,1,1200,+2 Accuracy.,60,19k,[],,
48,Aim,cast_accuracy,Magic/Buff,,,600,0,party/single,1,1,1200,+3 Accuracy.,75,32k,[],,
56,Aim,cast_accuracy,Magic/Buff,,,600,0,party/single,1,1,1200,+4 Accuracy.,85,42k,[],,
,,,,,,,,,,,,,,,,,-----------------------------Ferocity-----------------------------
40,Ferocity,cast_crit_dmg,Magic/Buff,,,600,0,party/single,1,1,1200,+25% critical damage.,60,19k,[],,
48,Ferocity,cast_crit_dmg,Magic/Buff,,,600,0,party/single,1,1,1200,+30% critical damage.,75,32k,[],,
56,Ferocity,cast_crit_dmg,Magic/Buff,,,600,0,party/single,1,1,1200,+35% critical damage.,85,42k,[],,
,,,,,,,,,,,,,,,,,------------------------------Feral Precision------------------------------
58,Feral Precision,wc_feral_precision,Magic/Buff,,,600,800,party/aoe,1,1,1200,"+30% critical rate, +35% critical damage, +4 accuracy",340,88k,[cast_crit_rate cast_crit_dmg cast_accuracy],,
,,,,,,,,,,,,,,,,,---------------------------------------------------------------------------------------------Might & Fury & Vampirism-------------------------------------------------------------------------------------------------------------------
,,,,,,,,,,,,,,,,,------------------------------Might------------------------------
40,Might,cast_atk_phys,Magic/Buff,,,600,0,party/single,1,1,1200,+15% P.Atk.,60,19k,[],,
,,,,,,,,,,,,,,,,,------------------------------Fury------------------------------
44,Fury,cast_spd_as,Magic/Buff,,,600,0,party/single,1,1,1200,+15% Attack Speed.,72,22k,[],,
52,Fury,cast_spd_as,Magic/Buff,,,600,0,party/single,1,1,1200,+33% Attack Speed.,80,38k,[],,
,,,,,,,,,,,,,,,,,----------------------------Vampirism----------------------------
44,Vampirism,cast_vamp,Magic/Buff,,,600,0,party/single,1,1,1200,+7% melee vampirism.,72,22k,[],,
58,Vampirism,cast_vamp,Magic/Buff,,,600,0,party/single,1,1,1200,+8% melee vampirism.,90,45k,[],,
72,Vampirism,cast_vamp,Magic/Buff,,,600,0,party/single,1,1,1200,+9% melee vampirism.,125,330k,[],,
,,,,,,,,,,,,,,,,,------------------------------Feral Bloodlust------------------------------
74,Feral Bloodlust,wc_feral_bloodlust,Magic/Buff,,,600,800,party/aoe,1,1,1200,"+15% P.Atk, Attack Speed +33%, 9% melee vampirism.",395,880k,[cast_atk_phys cast_spd_as cast_vamp],,
,,,,,,,,,,,,,,,,,---------------------------------------------------------------------------------------------Force & Insight-------------------------------------------------------------------------------------------------------------------
,,,,,,,,,,,,,,,,,------------------------------Force------------------------------
44,Force,cast_atk_mag,Magic/Buff,,,600,0,party/single,1,1,1200,+28% M.Atk.,72,22k,[],,
52,Force,cast_atk_mag,Magic/Buff,,,600,0,party/single,1,1,1200,+32% M.Atk.,80,38k,[],,
,,,,,,,,,,,,,,,,,------------------------------Insight------------------------------
62,Insight,cast_mcrit_rate,Magic/Buff,,,600,0,party/single,1,1,1200,+50% magic critical rate.,100,86k,[],,
70,Insight,cast_mcrit_rate,Magic/Buff,,,600,0,party/single,1,1,1200,+100% magic critical rate.,120,200k,[],,
,,,,,,,,,,,,,,,,,------------------------------Arcane Insight------------------------------
72,Arcane Insight,wc_arcane_insight,Magic/Buff,,,600,800,party/aoe,1,1,1200,"+32% M.Atk, +100% magic critical rate.",325,650k,[cast_atk_mag cast_mcrit_rate],,
,,,,,,,,,,,,,,,,,---------------------------------------------------------------------------------------------Alacrity & Resolve & Serenity-------------------------------------------------------------------------------------------------------------------
,,,,,,,,,,,,,,,,,--------------------------Alacrity--------------------------
48,Alacrity,cast_spd_cast,Magic/Buff,,,600,0,party/single,1,1,1200,+30% Cast Speed.,75,32k,[],,
,,,,,,,,,,,,,,,,,-----------------------------Serenity-----------------------------
40,Serenity,cast_mp_regen,Magic/Buff,,,600,0,party/single,1,1,1200,+10% MP regeneration.,60,19k,[],,
48,Serenity,cast_mp_regen,Magic/Buff,,,600,0,party/single,1,1,1200,+15% MP regeneration.,75,32k,[],,
56,Serenity,cast_mp_regen,Magic/Buff,,,600,0,party/single,1,1,1200,+20% MP regeneration.,85,42k,[],,
,,,,,,,,,,,,,,,,,------------------------------Resolve------------------------------
44,Resolve,cast_interrupt,Magic/Buff,,,600,0,party/single,1,1,1200,+36% interrupt resistance.,72,22k,[],,
52,Resolve,cast_interrupt,Magic/Buff,,,600,0,party/single,1,1,1200,+42% interrupt resistance.,80,38k,[],,
60,Resolve,cast_interrupt,Magic/Buff,,,600,0,party/single,1,1,1200,+48% interrupt resistance.,95,61k,[],,
68,Resolve,cast_interrupt,Magic/Buff,,,600,0,party/single,1,1,1200,+54% interrupt resistance.,115,165k,[],,
,,,,,,,,,,,,,,,,,------------------------------Arcane Serenity------------------------------
70,Arcane Serenity,wc_arcane_serenity,Magic/Buff,,,600,800,party/aoe,1,1,1200,"+30% Cast Speed, +54% interrupt resistance, +20% MP regeneration.",395,170k,[cast_spd_cast cast_interrupt cast_mp_regen],,
,,,,,,,,,,,,,,,,,---------------------------------------------------------------------------------------------Ward & Soul & Mana Blessing-------------------------------------------------------------------------------------------------------------------
,,,,,,,,,,,,,,,,,-------------------------------Ward-------------------------------
44,Ward,cast_def_mag,Magic/Buff,,,600,0,party/single,1,1,1200,+23% M.Def.,72,22k,[],,
52,Ward,cast_def_mag,Magic/Buff,,,600,0,party/single,1,1,1200,+30% M.Def.,80,38k,[],,
,,,,,,,,,,,,,,,,,-------------------------------Soul-------------------------------
44,Soul,cast_mp_max,Magic/Buff,,,600,0,party/single,1,1,1200,+10% Max MP.,72,22k,[],,
48,Soul,cast_mp_max,Magic/Buff,,,600,0,party/single,1,1,1200,+15% Max MP.,75,32k,[],,
52,Soul,cast_mp_max,Magic/Buff,,,600,0,party/single,1,1,1200,+20% Max MP.,80,38k,[],,
56,Soul,cast_mp_max,Magic/Buff,,,600,0,party/single,1,1,1200,+25% Max MP.,85,42k,[],,
62,Soul,cast_mp_max,Magic/Buff,,,600,0,party/single,1,1,1200,+30% Max MP.,100,86k,[],,
70,Soul,cast_mp_max,Magic/Buff,,,600,0,party/single,1,1,1200,+35% Max MP.,120,200k,[],,
,,,,,,,,,,,,,,,,,--------------------------Mana Blessing--------------------------
58,Mana Blessing,mana_blessing,Magic/Buff,,,600,0,party/single,1,1,1200,Decrease Physical MP Cost by 10% and Magic MP Cost by 5%,90,45k,[],,
66,Mana Blessing,mana_blessing,Magic/Buff,,,600,0,party/single,1,1,1200,Decrease Physical MP Cost by 15% and Magic MP Cost by 7%,110,145k,[],,
72,Mana Blessing,mana_blessing,Magic/Buff,,,600,0,party/single,1,1,1200,Decrease Physical MP Cost by 20% and Magic MP Cost by 10%,125,330k,[],,
,,,,,,,,,,,,,,,,,------------------------------Soul Blessing------------------------------
74,Soul Reinforcement,wc_soul_reinforcement,Magic/Buff,,,600,800,party/aoe,1,1,1200,"+35% Max MP, +30% M.Def, Decrease Physical MP Cost by 20% and Magic MP Cost by 10%.",455,880k,[cast_mp_max cast_def_mag mana_blessing],,
,,,,,,,,,,,,,,,,,---------------------------------------------------------------------------------------------Body & Bulwark & Vigor-------------------------------------------------------------------------------------------------------------------
,,,,,,,,,,,,,,,,,------------------------------Bulwark------------------------------
44,Bulwark,cast_def_phys,Magic/Buff,,,600,0,party/single,1,1,1200,+15% P.Def.,72,22k,[],,
,,,,,,,,,,,,,,,,,------------------------------Vigor------------------------------
48,Vigor,cast_hp_regen,Magic/Buff,,,600,0,party/single,1,1,1200,+15% HP regeneration.,75,32k,[],,
56,Vigor,cast_hp_regen,Magic/Buff,,,600,0,party/single,1,1,1200,+20% HP regeneration.,85,42k,[],,
,,,,,,,,,,,,,,,,,-------------------------------Body-------------------------------
44,Body,cast_hp_max,Magic/Buff,,,600,0,party/single,1,1,1200,+10% Max HP.,72,22k,[],,
48,Body,cast_hp_max,Magic/Buff,,,600,0,party/single,1,1,1200,+15% Max HP.,75,32k,[],,
52,Body,cast_hp_max,Magic/Buff,,,600,0,party/single,1,1,1200,+20% Max HP.,80,38k,[],,
56,Body,cast_hp_max,Magic/Buff,,,600,0,party/single,1,1,1200,+25% Max HP.,85,42k,[],,
64,Body,cast_hp_max,Magic/Buff,,,600,0,party/single,1,1,1200,+30% Max HP.,105,100k,[],,
70,Body,cast_hp_max,Magic/Buff,,,600,0,party/single,1,1,1200,+35% Max HP.,120,200k,[],,
,,,,,,,,,,,,,,,,,------------------------------Body Blessing------------------------------
72,Body Reinforcement,wc_body_reinforcement,Magic/Buff,,,600,800,party/aoe,1,1,1200,"+35% Max HP, +15% P.Def +20% HP regeneration.",402,650k,[cast_hp_max cast_def_phys cast_hp_regen],,
,,,,,,,,,,,,,,,,,---------------------------------------------------------------------------------------------Fortitude & Clarity-------------------------------------------------------------------------------------------------------------------
,,,,,,,,,,,,,,,,,------------------------------Clarity------------------------------
40,Clarity,cast_cc_res_mag,Magic/Buff,,,600,0,party/single,1,1,1200,30% resist to SPT debuffs,60,19k,[],,
48,Clarity,cast_cc_res_mag,Magic/Buff,,,600,0,party/single,1,1,1200,40% resist to SPT debuffs,75,32k,[],,
56,Clarity,cast_cc_res_mag,Magic/Buff,,,600,0,party/single,1,1,1200,50% resist to SPT debuffs,85,42k,[],,
,,,,,,,,,,,,,,,,,----------------------------Fortitude----------------------------
40,Fortitude,cast_cc_res_phys,Magic/Buff,,,600,0,party/single,1,1,1200,15% resist to CON debuffs,60,19k,[],,
52,Fortitude,cast_cc_res_phys,Magic/Buff,,,600,0,party/single,1,1,1200,20% resist to CON debuffs,80,38k,[],,
64,Fortitude,cast_cc_res_phys,Magic/Buff,,,600,0,party/single,1,1,1200,30% resist to CON debuffs,105,100k,[],,
72,Fortitude,cast_cc_res_phys,Magic/Buff,,,600,0,party/single,1,1,1200,40% resist to CON debuffs,125,330k,[],,
,,,,,,,,,,,,,,,,,------------------------------Arcane and Feral Protection------------------------------
74,Arcane and Feral Protection,wc_arcane_feral_protection,Magic/Buff,,,600,800,party/aoe,1,1,1200,"40% resist to CON debuffs, 50% resist to SPT debuffs",340,880k,[cast_cc_res_mag cast_cc_res_phys],,
,,,,,,,,,,,,,,,,,---------------------------------------------------------------------------------------------Swift & Agility-------------------------------------------------------------------------------------------------------------------
,,,,,,,,,,,,,,,,,------------------------------Agility------------------------------
44,Agility,cast_spd_eva,Magic/Buff,,,600,0,party/single,1,1,1200,+3 Evasion.,72,22k,[],,
52,Agility,cast_spd_eva,Magic/Buff,,,600,0,party/single,1,1,1200,+4 Evasion.,80,38k,[],,
,,,,,,,,,,,,,,,,,------------------------------Agility------------------------------
56,Wind Grace,wc_wind_grace,Magic/Buff,,,600,800,party/aoe,1,1,1200,"+33 Move Speed, +4 Evasion.",198,38k,[cast_spd_move cast_spd_eva],,
,,,,,,,,,,,,,,,,,---------------------------------------------------------------------------------------------Shrouding Hymn-------------------------------------------------------------------------------------------------------------------
74,Shrouding Hymn,shrouding_hymn,Magic/Buff,,,600,800,party/aoe,2,30,60,For 1 minute monsters that have not already noticed you and nearby allies leave you alone.,300,880k,[],,
,,,,,,,,,,,,,,,,,---------------------------------------------------------------------------------------------Harmonies-------------------------------------------------MP for each buff inside 60/66/73/80/88/97 = 464 at 6 buffs -- [60x1.1^buffIndex per buff]
,,,,,,,,,,,,,,,,,------------------------------Harmony of Protection------------------------------
44,Harmony of Protection,npc_harmony_protection,Magic/Buff,,,600,800,party/aoe,1,120,300,+30% M.Def,60,43k,[],,
52,Harmony of Protection,npc_harmony_protection,Magic/Buff,,,600,800,party/aoe,1,120,300,"+30% M.Def, +20% HP Regen",126,74k,[],,
56,Harmony of Protection,npc_harmony_protection,Magic/Buff,,,600,800,party/aoe,1,120,300,"+30% M.Def, +20% HP Regen, +25% P.Def",199,81k,[],,
66,Harmony of Protection,npc_harmony_protection,Magic/Buff,,,600,800,party/aoe,1,120,300,"+30% M.Def, +20% HP Regen, +25% P.Def, +30% Max HP",279,280k,[],,
74,Harmony of Protection,npc_harmony_protection,Magic/Buff,,,600,800,party/aoe,1,120,300,"+30% M.Def, +20% HP Regen, +25% P.Def, +30% Max HP, +20% Mele Reflect",367,880k,[],,
,,,,,,,,,,,,,,,,,------------------------------Harmony of Speed------------------------------
48,Harmony of Speed,wc_harmony_speed,Magic/Buff,,,600,800,party/aoe,1,120,300,+20 move speed,60,64k,[],,
58,Harmony of Speed,wc_harmony_speed,Magic/Buff,,,600,800,party/aoe,1,120,300,"+20 move speed, +3 Evasion",126,88k,[],,
,,,,,,,,,,,,,,,,,------------------------------Harmony of the Warrior------------------------------
40,Harmony of the Warrior,npc_harmony_warrior,Magic/Buff,,,600,800,party/aoe,1,120,300,+100% crit rate,60,36k,[],,
44,Harmony of the Warrior,npc_harmony_warrior,Magic/Buff,,,600,800,party/aoe,1,120,300,"+100% crit rate, +35% crit damage",126,43k,[],,
48,Harmony of the Warrior,npc_harmony_warrior,Magic/Buff,,,600,800,party/aoe,1,120,300,"+100% crit rate, +35% crit damage, +4 accuracy",199,64k,[],,
56,Harmony of the Warrior,npc_harmony_warrior,Magic/Buff,,,600,800,party/aoe,1,120,300,"+100% crit rate, +35% crit damage, +4 accuracy, +12% P.Atk",279,81k,[],,
58,Harmony of the Warrior,npc_harmony_warrior,Magic/Buff,,,600,800,party/aoe,1,120,300,"+100% crit rate, +35% crit damage, +4 accuracy, +12% P.Atk, +15% attack speed",367,88k,[],,
74,Harmony of the Warrior,npc_harmony_warrior,Magic/Buff,,,600,800,party/aoe,1,120,300,"+100% crit rate, +35% crit damage, +4 accuracy, +12% P.Atk, +15% attack speed, +8% mele vampirism",464,880k,[],,
,,,,,,,,,,,,,,,,,------------------------------Harmony of the Wizard------------------------------
48,Harmony of the Wizard,npc_harmony_wizard,Magic/Buff,,,600,800,party/aoe,1,120,300,+10% M.Atk,60,64k,[],,
52,Harmony of the Wizard,npc_harmony_wizard,Magic/Buff,,,600,800,party/aoe,1,120,300,"+10% M.Atk, 30% cast speed",126,74k,[],,
